seqnames	start	end	strand	bsg_id	gene	locus_tag	operon_id
basu168	2473151	2473987	+	BSGatlas-gene-2796	proI	BSU_23800	BSGatlas-operon-1347
basu168	2474028	2475671	-	BSGatlas-gene-2797	yqjN	BSU_23810	BSGatlas-operon-1348
basu168	2475843	2476859	+	BSGatlas-gene-2798	yqjM	BSU_23820	BSGatlas-operon-1349
basu168	2476969	2477730	+	BSGatlas-gene-2799	yqjL	BSU_23830	BSGatlas-operon-1350
basu168	23146	23769	-	BSGatlas-gene-28	dgk	BSU_00150	BSGatlas-operon-12
basu168	230819	231079	-	BSGatlas-gene-280	ybyB	BSU_02110	BSGatlas-operon-84
basu168	2477758	2477958	-	BSGatlas-gene-2800	rpmGC	NEW_2477758_2477958_C	BSGatlas-operon-1351
basu168	2477777	2477899	-	BSGatlas-gene-2801	rpmGCc	BSU_23836	BSGatlas-operon-1351
basu168	2477892	2477924	-	BSGatlas-gene-2802	rpmGCn	BSU_23837	BSGatlas-operon-1351
basu168	2478006	2478929	-	BSGatlas-gene-2803	rnz	BSU_23840	BSGatlas-operon-1351
basu168	2479156	2480625	+	BSGatlas-gene-2804	zwf	BSU_23850	BSGatlas-operon-1352
basu168	2480750	2482159	-	BSGatlas-gene-2805	gndA	BSU_23860	BSGatlas-operon-1353
basu168	2482269	2483513	-	BSGatlas-gene-2806	polY1	BSU_23870	BSGatlas-operon-1353
basu168	2483586	2483873	+	BSGatlas-gene-2807	mifM	BSU_23880	BSGatlas-operon-1354
basu168	2483904	2484731	+	BSGatlas-gene-2808	yidC2	BSU_23890	BSGatlas-operon-1354
basu168	2484911	2485639	+	BSGatlas-gene-2809	yqjF	BSU_23900	BSGatlas-operon-1356
basu168	231348	232967	+	BSGatlas-gene-281	aimA	BSU_02120	BSGatlas-operon-85
basu168	2485680	2486795	-	BSGatlas-gene-2810	yqjE	BSU_23910	BSGatlas-operon-1355
basu168	2486813	2488336	-	BSGatlas-gene-2811	yqjD	BSU_23920	BSGatlas-operon-1357
basu168	2488329	2488751	-	BSGatlas-gene-2812	yqjC	BSU_23930	BSGatlas-operon-1358
basu168	2488815	2488968	+	BSGatlas-gene-2813	S907	NEW_2488815_2488968	BSGatlas-operon-1359
basu168	2488953	2489483	-	BSGatlas-gene-2814	yqjB	BSU_23940	BSGatlas-operon-1358
basu168	2489535	2490503	-	BSGatlas-gene-2815	yqjA	BSU_23950	BSGatlas-operon-1360
basu168	2490574	2491296	-	BSGatlas-gene-2816	artR	BSU_23960	BSGatlas-operon-1361
basu168	2491289	2491948	-	BSGatlas-gene-2817	artQ	BSU_23970	BSGatlas-operon-1361
basu168	2492029	2492796	-	BSGatlas-gene-2818	artP	BSU_23980	BSGatlas-operon-1361
basu168	2493064	2493501	-	BSGatlas-gene-2819	brxB	BSU_23990	BSGatlas-operon-1362
basu168	233014	233895	-	BSGatlas-gene-282	glpQ	BSU_02130	BSGatlas-operon-86
basu168	2493662	2494555	+	BSGatlas-gene-2820	bmrU	BSU_24000	BSGatlas-operon-1363
basu168	2494656	2495825	+	BSGatlas-gene-2821	bmr	BSU_24010	BSGatlas-operon-1363
basu168	2495898	2496734	+	BSGatlas-gene-2822	bmrR	BSU_24020	BSGatlas-operon-1363
basu168	2496796	2498070	-	BSGatlas-gene-2823	bkdB	BSU_24030	BSGatlas-operon-1364
basu168	2498093	2499076	-	BSGatlas-gene-2824	bkdAB	BSU_24040	BSGatlas-operon-1364
basu168	2499090	2500082	-	BSGatlas-gene-2825	bkdAA	BSU_24050	BSGatlas-operon-1364
basu168	2500104	2501528	-	BSGatlas-gene-2826	lpdV	BSU_24060	BSGatlas-operon-1364
basu168	2501549	2502640	-	BSGatlas-gene-2827	buk	BSU_24070	BSGatlas-operon-1364
basu168	2502659	2503753	-	BSGatlas-gene-2828	bcd	BSU_24080	BSGatlas-operon-1364
basu168	2503765	2504664	-	BSGatlas-gene-2829	ptb	BSU_24090	BSGatlas-operon-1364
basu168	233994	235328	-	BSGatlas-gene-283	glpT	BSU_02140	BSGatlas-operon-86
basu168	2504789	2506867	-	BSGatlas-gene-2830	bkdR	BSU_24100	BSGatlas-operon-1365
basu168	2507020	2507256	+	BSGatlas-gene-2831	yqzF	BSU_24110	BSGatlas-operon-1366
basu168	2507298	2508203	-	BSGatlas-gene-2832	mmgF	BSU_24120	BSGatlas-operon-1367
basu168	2508221	2509639	-	BSGatlas-gene-2833	mmgE	BSU_24130	BSGatlas-operon-1367
basu168	2509654	2510772	-	BSGatlas-gene-2834	mmgD	BSU_24140	BSGatlas-operon-1367
basu168	2510806	2511945	-	BSGatlas-gene-2835	mmgC	BSU_24150	BSGatlas-operon-1367
basu168	2511973	2512836	-	BSGatlas-gene-2836	mmgB	BSU_24160	BSGatlas-operon-1367
basu168	2512861	2514042	-	BSGatlas-gene-2837	mmgA	BSU_24170	BSGatlas-operon-1367
basu168	2514169	2514900	-	BSGatlas-gene-2838	yqiK	BSU_24180	BSGatlas-operon-1368
basu168	2514979	2515599	-	BSGatlas-gene-2839	yqiI	BSU_24190	BSGatlas-operon-1368
basu168	234998	235624	+	BSGatlas-gene-284	S81	NEW_234998_235624	BSGatlas-operon-87
basu168	2515614	2515907	-	BSGatlas-gene-2840	yqiH	BSU_24200	BSGatlas-operon-1368
basu168	2516215	2516367	+	BSGatlas-gene-2841	NA	BSU_24205	BSGatlas-operon-1369
basu168	2516440	2517558	+	BSGatlas-gene-2842	yqiG	BSU_24210	BSGatlas-operon-1370
basu168	2517585	2517755	-	BSGatlas-gene-2843	S912	NEW_2517585_2517755_C	BSGatlas-operon-1371
basu168	2518023	2518826	-	BSGatlas-gene-2844	spo0A	BSU_24220	BSGatlas-operon-1372
basu168	2519102	2520382	-	BSGatlas-gene-2845	spoIVB	BSU_24230	BSGatlas-operon-1373
basu168	2520557	2522287	-	BSGatlas-gene-2846	recN	BSU_24240	BSGatlas-operon-1374
basu168	2522324	2522773	-	BSGatlas-gene-2847	ahrC	BSU_24250	BSGatlas-operon-1374
basu168	2522871	2523716	-	BSGatlas-gene-2848	yqxC	BSU_24260	BSGatlas-operon-1374
basu168	2523713	2525614	-	BSGatlas-gene-2849	dxs	BSU_24270	BSGatlas-operon-1374
basu168	235390	235481	-	BSGatlas-gene-285	glpP dependent leader	NA	BSGatlas-operon-88
basu168	2523727	2523774	+	BSGatlas-gene-2850	DicF	NA	NA
basu168	2525789	2526679	-	BSGatlas-gene-2851	yqiD	BSU_24280	NA
basu168	2526669	2526923	-	BSGatlas-gene-2852	yqiC	BSU_24290	NA
basu168	2526920	2528266	-	BSGatlas-gene-2853	yqiB	BSU_24300	NA
basu168	2528308	2528397	-	BSGatlas-gene-2854	TERMseq-predicted-riboswitch	NA	BSGatlas-operon-1375
basu168	2528404	2529255	-	BSGatlas-gene-2855	folD	BSU_24310	BSGatlas-operon-1376
basu168	2529267	2529662	-	BSGatlas-gene-2856	nusB	BSU_24320	BSGatlas-operon-1376
basu168	2529926	2530333	-	BSGatlas-gene-2857	yqhY	BSU_24330	BSGatlas-operon-1377
basu168	2530354	2531706	-	BSGatlas-gene-2858	accC	BSU_24340	BSGatlas-operon-1377
basu168	2531718	2532197	-	BSGatlas-gene-2859	accB	BSU_24350	BSGatlas-operon-1377
basu168	235625	235873	+	BSGatlas-gene-286	ybeF	BSU_02150	BSGatlas-operon-89
basu168	2532353	2533009	-	BSGatlas-gene-2860	spoIIIAH	BSU_24360	BSGatlas-operon-1378
basu168	2533010	2533699	-	BSGatlas-gene-2861	spoIIIAG	BSU_24370	BSGatlas-operon-1378
basu168	2533692	2534312	-	BSGatlas-gene-2862	spoIIIAF	BSU_24380	BSGatlas-operon-1378
basu168	2534326	2535525	-	BSGatlas-gene-2863	spoIIIAE	BSU_24390	BSGatlas-operon-1378
basu168	2535544	2535945	-	BSGatlas-gene-2864	spoIIIAD	BSU_24400	BSGatlas-operon-1378
basu168	2535952	2536158	-	BSGatlas-gene-2865	spoIIIAC	BSU_24410	BSGatlas-operon-1378
basu168	2536181	2536696	-	BSGatlas-gene-2866	spoIIIAB	BSU_24420	BSGatlas-operon-1378
basu168	2536690	2537613	-	BSGatlas-gene-2867	spoIIIAA	BSU_24430	BSGatlas-operon-1378
basu168	2537689	2537970	-	BSGatlas-gene-2868	yqhV	BSU_24440	BSGatlas-operon-1378
basu168	2538115	2538672	-	BSGatlas-gene-2869	efp	BSU_24450	BSGatlas-operon-1379
basu168	235965	236882	+	BSGatlas-gene-287	ybfA	BSU_02160	BSGatlas-operon-89
basu168	2538697	2539758	-	BSGatlas-gene-2870	papA	BSU_24460	BSGatlas-operon-1379
basu168	2539755	2540201	-	BSGatlas-gene-2871	yqhS	BSU_24470	BSGatlas-operon-1379
basu168	2540288	2540824	-	BSGatlas-gene-2872	yqhR	BSU_24480	BSGatlas-operon-1379
basu168	2541051	2542007	+	BSGatlas-gene-2873	yqhQ	BSU_24490	BSGatlas-operon-1380
basu168	2542047	2542442	+	BSGatlas-gene-2874	yqhP	BSU_24500	BSGatlas-operon-1380
basu168	2542439	2543314	-	BSGatlas-gene-2875	yqhO	BSU_24510	BSGatlas-operon-1381
basu168	2543440	2543868	-	BSGatlas-gene-2876	mntR	BSU_24520	BSGatlas-operon-1382
basu168	2543968	2544804	-	BSGatlas-gene-2877	lipM	BSU_24530	BSGatlas-operon-1382
basu168	2544995	2545375	+	BSGatlas-gene-2878	yqhL	BSU_24540	BSGatlas-operon-1383
basu168	2545410	2546876	-	BSGatlas-gene-2879	gcvPB	BSU_24550	BSGatlas-operon-1384
basu168	236879	238129	+	BSGatlas-gene-288	ybfB	BSU_02170	BSGatlas-operon-89
basu168	2546869	2548215	-	BSGatlas-gene-2880	gcvPA	BSU_24560	BSGatlas-operon-1384
basu168	2548245	2549333	-	BSGatlas-gene-2881	gcvT	BSU_24570	BSGatlas-operon-1384
basu168	2549407	2549606	-	BSGatlas-gene-2882	Gly-box	BSU_MISC_RNA_38	BSGatlas-operon-1385
basu168	2549775	2551448	+	BSGatlas-gene-2883	yqhH	BSU_24580	BSGatlas-operon-1386
basu168	2551469	2552263	+	BSGatlas-gene-2884	yqhG	BSU_24590	BSGatlas-operon-1386
basu168	2552446	2552619	+	BSGatlas-gene-2885	sinI	BSU_24600	BSGatlas-operon-1387
basu168	2552653	2552988	+	BSGatlas-gene-2886	sinR	BSU_24610	BSGatlas-operon-1387
basu168	2553081	2553866	-	BSGatlas-gene-2887	tasA	BSU_24620	BSGatlas-operon-1388
basu168	2553930	2554502	-	BSGatlas-gene-2888	sipW	BSU_24630	BSGatlas-operon-1388
basu168	2554486	2555247	-	BSGatlas-gene-2889	tapA	BSU_24640	BSGatlas-operon-1388
basu168	238164	238448	-	BSGatlas-gene-289	ybfE	BSU_02180	BSGatlas-operon-90
basu168	2555519	2555845	+	BSGatlas-gene-2890	yqzG	BSU_24650	BSGatlas-operon-1389
basu168	2555887	2556066	-	BSGatlas-gene-2891	spoIIIL	BSU_24660	BSGatlas-operon-1390
basu168	2556137	2556511	-	BSGatlas-gene-2892	comGG	BSU_24670	BSGatlas-operon-1390
basu168	2556512	2556895	-	BSGatlas-gene-2893	comGF	BSU_24680	BSGatlas-operon-1390
basu168	2556921	2557268	-	BSGatlas-gene-2894	comGE	BSU_24690	BSGatlas-operon-1390
basu168	2557252	2557683	-	BSGatlas-gene-2895	comGD	BSU_24700	BSGatlas-operon-1390
basu168	2557673	2557969	-	BSGatlas-gene-2896	comGC	BSU_24710	BSGatlas-operon-1390
basu168	2557983	2558954	-	BSGatlas-gene-2897	comGB	BSU_24720	BSGatlas-operon-1390
basu168	2559007	2560077	-	BSGatlas-gene-2898	comGA	BSU_24730	BSGatlas-operon-1390
basu168	2560489	2561442	-	BSGatlas-gene-2899	corA	BSU_24740	BSGatlas-operon-1391
basu168	23868	25151	-	BSGatlas-gene-29	yaaH	BSU_00160	BSGatlas-operon-13
basu168	238354	238476	-	BSGatlas-gene-290	ybfEn	BSU_02181	BSGatlas-operon-90
basu168	2561585	2562913	+	BSGatlas-gene-2900	yqhB	BSU_24750	BSGatlas-operon-1392
basu168	2562966	2563802	-	BSGatlas-gene-2901	rsbRD	BSU_24760	BSGatlas-operon-1393
basu168	2563888	2563959	+	BSGatlas-gene-2902	trnSL-Gln1	BSU_TRNA_73	BSGatlas-operon-1394
basu168	2564026	2564406	-	BSGatlas-gene-2903	mgsR	BSU_24770	BSGatlas-operon-1395
basu168	2564638	2564883	+	BSGatlas-gene-2904	yqgY	BSU_24780	BSGatlas-operon-1396
basu168	2564923	2565558	-	BSGatlas-gene-2905	yqgX	BSU_24790	BSGatlas-operon-1397
basu168	2565715	2565888	+	BSGatlas-gene-2906	yqgW	BSU_24800	BSGatlas-operon-1398
basu168	2565920	2566234	-	BSGatlas-gene-2907	yqgV	BSU_24810	BSGatlas-operon-1399
basu168	2566237	2567298	-	BSGatlas-gene-2908	yqgU	BSU_24820	BSGatlas-operon-1399
basu168	2567360	2568490	-	BSGatlas-gene-2909	yqgT	BSU_24830	BSGatlas-operon-1399
basu168	238644	239555	-	BSGatlas-gene-291	ybfF	BSU_02190	BSGatlas-operon-90
basu168	2568573	2570489	-	BSGatlas-gene-2910	yqgS	BSU_24840	BSGatlas-operon-1400
basu168	2569624	2570653	+	BSGatlas-gene-2911	S931	NEW_2569624_2570653	BSGatlas-operon-1401
basu168	2570606	2571571	-	BSGatlas-gene-2912	glcK	BSU_24850	BSGatlas-operon-1400
basu168	2571582	2571797	-	BSGatlas-gene-2913	yqgQ	BSU_24860	BSGatlas-operon-1400
basu168	2571907	2573430	-	BSGatlas-gene-2914	yqgP	BSU_24870	BSGatlas-operon-1400
basu168	2573520	2573693	-	BSGatlas-gene-2915	yqgO	BSU_24880	BSGatlas-operon-1400
basu168	2573760	2574323	-	BSGatlas-gene-2916	yqgN	BSU_24890	NA
basu168	2574408	2574557	-	BSGatlas-gene-2917	rpmGA	BSU_24900	BSGatlas-operon-1402
basu168	2574641	2575720	-	BSGatlas-gene-2918	yqgM	BSU_24910	BSGatlas-operon-1402
basu168	2575717	2576187	-	BSGatlas-gene-2919	yqgL	BSU_24920	BSGatlas-operon-1402
basu168	239644	241842	-	BSGatlas-gene-292	ybfG	BSU_02200	BSGatlas-operon-90
basu168	2576367	2576720	+	BSGatlas-gene-2920	sweD	BSU_24930	BSGatlas-operon-1403
basu168	2576717	2577181	+	BSGatlas-gene-2921	sweC	BSU_24940	BSGatlas-operon-1403
basu168	2577210	2577992	-	BSGatlas-gene-2922	pstBB	BSU_24950	BSGatlas-operon-1404
basu168	2578003	2578812	-	BSGatlas-gene-2923	pstBA	BSU_24960	BSGatlas-operon-1404
basu168	2578833	2579717	-	BSGatlas-gene-2924	pstA	BSU_24970	BSGatlas-operon-1404
basu168	2579717	2580646	-	BSGatlas-gene-2925	pstC	BSU_24980	BSGatlas-operon-1404
basu168	2580715	2581617	-	BSGatlas-gene-2926	pstS	BSU_24990	BSGatlas-operon-1404
basu168	2581771	2583921	-	BSGatlas-gene-2927	pbpA	BSU_25000	BSGatlas-operon-1405
basu168	2584035	2585327	-	BSGatlas-gene-2928	yqgE	BSU_25010	BSGatlas-operon-1406
basu168	2585434	2586042	-	BSGatlas-gene-2929	sodA	BSU_25020	BSGatlas-operon-1407
basu168	241917	242837	-	BSGatlas-gene-293	ybfH	BSU_02210	BSGatlas-operon-91
basu168	2586221	2586703	-	BSGatlas-gene-2930	yqgC	BSU_25030	BSGatlas-operon-1407
basu168	2586813	2587580	+	BSGatlas-gene-2931	yqgB	BSU_25040	BSGatlas-operon-1408
basu168	2587996	2588424	-	BSGatlas-gene-2932	yqgA	BSU_25050	BSGatlas-operon-1409
basu168	2588701	2589000	+	BSGatlas-gene-2933	yqfZ	BSU_25060	BSGatlas-operon-1410
basu168	2589123	2590256	+	BSGatlas-gene-2934	ispG	BSU_25070	BSGatlas-operon-1410
basu168	2590282	2590671	-	BSGatlas-gene-2935	yqfX	BSU_25080	BSGatlas-operon-1411
basu168	2590804	2591385	+	BSGatlas-gene-2936	yqfW	BSU_25090	BSGatlas-operon-1412
basu168	2591428	2591865	-	BSGatlas-gene-2937	zur	BSU_25100	BSGatlas-operon-1413
basu168	2592003	2592884	-	BSGatlas-gene-2938	yqfU	BSU_25110	BSGatlas-operon-1413
basu168	2593000	2593254	+	BSGatlas-gene-2939	yqfT	BSU_25120	BSGatlas-operon-1414
basu168	242834	243661	-	BSGatlas-gene-294	ybfI	BSU_02220	BSGatlas-operon-91
basu168	2593281	2594174	-	BSGatlas-gene-2940	nfo	BSU_25130	BSGatlas-operon-1413
basu168	2594184	2595500	-	BSGatlas-gene-2941	cshB	BSU_25140	BSGatlas-operon-1413
basu168	2595669	2596412	+	BSGatlas-gene-2942	yqfQ	BSU_25150	BSGatlas-operon-1415
basu168	2596535	2597479	+	BSGatlas-gene-2943	ispH	BSU_25160	BSGatlas-operon-1415
basu168	2597502	2598623	-	BSGatlas-gene-2944	yqfO	BSU_25170	BSGatlas-operon-1416
basu168	2598616	2599266	-	BSGatlas-gene-2945	trmK	BSU_25180	BSGatlas-operon-1416
basu168	2599523	2599885	-	BSGatlas-gene-2946	cccA	BSU_25190	BSGatlas-operon-1417
basu168	2600156	2602305	+	BSGatlas-gene-2947	S951	NEW_2600156_2602305	BSGatlas-operon-1418
basu168	2600214	2601329	-	BSGatlas-gene-2948	sigA	BSU_25200	BSGatlas-operon-1419
basu168	2601528	2603339	-	BSGatlas-gene-2949	dnaG	BSU_25210	BSGatlas-operon-1419
basu168	243892	245046	+	BSGatlas-gene-295	purT	BSU_02230	BSGatlas-operon-92
basu168	2602979	2603275	+	BSGatlas-gene-2950	antE	BSU_25220	BSGatlas-operon-1420
basu168	2603373	2603867	-	BSGatlas-gene-2951	yqxD	BSU_25230	BSGatlas-operon-1419
basu168	2604121	2604933	-	BSGatlas-gene-2952	yqfL	BSU_25240	BSGatlas-operon-1421
basu168	2604959	2605597	-	BSGatlas-gene-2953	ccpN	BSU_25250	BSGatlas-operon-1421
basu168	2605730	2607769	-	BSGatlas-gene-2954	glyS	BSU_25260	BSGatlas-operon-1422
basu168	2607762	2608649	-	BSGatlas-gene-2955	glyQ	BSU_25270	BSGatlas-operon-1422
basu168	2608732	2608906	-	BSGatlas-gene-2956	tboG	BSU_MISC_RNA_39	BSGatlas-operon-1423
basu168	2608912	2610324	+	BSGatlas-gene-2957	S956	NEW_2608912_2610324	BSGatlas-operon-1424
basu168	2608946	2609713	-	BSGatlas-gene-2958	recO	BSU_25280	BSGatlas-operon-1425
basu168	2609750	2609893	-	BSGatlas-gene-2959	yqzL	BSU_25289	BSGatlas-operon-1425
basu168	245190	246131	+	BSGatlas-gene-296	mpr	BSU_02240	BSGatlas-operon-93
basu168	2610041	2610946	-	BSGatlas-gene-2960	era	BSU_25290	BSGatlas-operon-1425
basu168	2610927	2611337	-	BSGatlas-gene-2961	cdd	BSU_25300	BSGatlas-operon-1425
basu168	2611456	2611827	-	BSGatlas-gene-2962	dgkA	BSU_25310	NA
basu168	2611808	2612281	-	BSGatlas-gene-2963	yqfG	BSU_25320	NA
basu168	2612282	2614417	-	BSGatlas-gene-2964	pgpH	BSU_25330	NA
basu168	2614496	2615455	-	BSGatlas-gene-2965	phoH	BSU_25340	BSGatlas-operon-1426
basu168	2615452	2616648	-	BSGatlas-gene-2966	yqfD	BSU_25350	BSGatlas-operon-1427
basu168	2616667	2616948	-	BSGatlas-gene-2967	yqfC	BSU_25360	BSGatlas-operon-1427
basu168	2617005	2617424	-	BSGatlas-gene-2968	yqfB	BSU_25370	BSGatlas-operon-1428
basu168	2617449	2618444	-	BSGatlas-gene-2969	floA	BSU_25380	BSGatlas-operon-1428
basu168	246094	246492	+	BSGatlas-gene-297	ybfJ	BSU_02250	BSGatlas-operon-93
basu168	2618466	2619779	-	BSGatlas-gene-2970	yqeZ	BSU_25390	BSGatlas-operon-1428
basu168	2619910	2620356	-	BSGatlas-gene-2971	yqeY	BSU_25400	BSGatlas-operon-1429
basu168	2620371	2620544	-	BSGatlas-gene-2972	rpsU	BSU_25410	BSGatlas-operon-1429
basu168	2620717	2621640	+	BSGatlas-gene-2973	yqeW	BSU_25420	BSGatlas-operon-1430
basu168	2621677	2623032	-	BSGatlas-gene-2974	yqeV	BSU_25430	BSGatlas-operon-1431
basu168	2623032	2623802	-	BSGatlas-gene-2975	yqeU	BSU_25440	BSGatlas-operon-1431
basu168	2623825	2624760	-	BSGatlas-gene-2976	yqeT	BSU_25450	BSGatlas-operon-1431
basu168	2624785	2625912	-	BSGatlas-gene-2977	dnaJ	BSU_25460	BSGatlas-operon-1431
basu168	2625951	2626112	+	BSGatlas-gene-2978	surC	BSU_MISC_RNA_79	BSGatlas-operon-1432
basu168	2626112	2627947	-	BSGatlas-gene-2979	dnaK	BSU_25470	BSGatlas-operon-1431
basu168	246658	247548	+	BSGatlas-gene-298	ybfK	BSU_02260	BSGatlas-operon-94
basu168	2627971	2628534	-	BSGatlas-gene-2980	grpE	BSU_25480	BSGatlas-operon-1431
basu168	2628606	2629637	-	BSGatlas-gene-2981	hrcA	BSU_25490	BSGatlas-operon-1431
basu168	2629718	2630857	-	BSGatlas-gene-2982	hemN	BSU_25500	BSGatlas-operon-1431
basu168	2630910	2632748	-	BSGatlas-gene-2983	lepA	BSU_25510	BSGatlas-operon-1431
basu168	2632882	2633220	-	BSGatlas-gene-2984	yqxA	BSU_25520	BSGatlas-operon-1433
basu168	2633237	2634442	-	BSGatlas-gene-2985	spoIIP	BSU_25530	BSGatlas-operon-1433
basu168	2634505	2635611	-	BSGatlas-gene-2986	gpr	BSU_25540	BSGatlas-operon-1433
basu168	2635815	2636081	+	BSGatlas-gene-2987	rpsT	BSU_25550	BSGatlas-operon-1434
basu168	2636096	2637139	-	BSGatlas-gene-2988	holA	BSU_25560	BSGatlas-operon-1435
basu168	2637179	2637328	-	BSGatlas-gene-2989	NA	BSU_25565	NA
basu168	247744	248277	+	BSGatlas-gene-299	pssA	BSU_02270	BSGatlas-operon-94
basu168	2637203	2637542	-	BSGatlas-gene-2990	S962	NEW_2637203_2637542_C	BSGatlas-operon-1436
basu168	2637369	2637503	+	BSGatlas-gene-2991	yqzM	BSU_25569	BSGatlas-operon-1437
basu168	2637543	2639873	-	BSGatlas-gene-2992	comEC	BSU_25570	BSGatlas-operon-1438
basu168	2639877	2640446	-	BSGatlas-gene-2993	comEB	BSU_25580	BSGatlas-operon-1438
basu168	2640513	2641130	-	BSGatlas-gene-2994	comEA	BSU_25590	BSGatlas-operon-1438
basu168	2641214	2642035	+	BSGatlas-gene-2995	comER	BSU_25600	BSGatlas-operon-1439
basu168	2642101	2642844	-	BSGatlas-gene-2996	yqeM	BSU_25610	BSGatlas-operon-1440
basu168	2642841	2643197	-	BSGatlas-gene-2997	rsfS	BSU_25620	BSGatlas-operon-1440
basu168	2643215	2643775	-	BSGatlas-gene-2998	yqeK	BSU_25630	BSGatlas-operon-1440
basu168	2643765	2644334	-	BSGatlas-gene-2999	nadD	BSU_25640	BSGatlas-operon-1440
basu168	299	1067	-	BSGatlas-gene-3	S4	NEW_299_1067_C	BSGatlas-operon-3
basu168	25221	25766	-	BSGatlas-gene-30	yaaI	BSU_00170	BSGatlas-operon-13
basu168	248268	248756	+	BSGatlas-gene-300	ybfM	BSU_02280	BSGatlas-operon-94
basu168	2644346	2644636	-	BSGatlas-gene-3000	yqeI	BSU_25650	BSGatlas-operon-1440
basu168	2644630	2645472	-	BSGatlas-gene-3001	aroD	BSU_25660	BSGatlas-operon-1440
basu168	2645490	2646590	-	BSGatlas-gene-3002	yqeH	BSU_25670	BSGatlas-operon-1440
basu168	2646594	2647112	-	BSGatlas-gene-3003	yqeG	BSU_25680	BSGatlas-operon-1440
basu168	2647405	2647663	-	BSGatlas-gene-3004	sdaM	BSU_MISC_RNA_80	BSGatlas-operon-1441
basu168	2647456	2647614	+	BSGatlas-gene-3005	sda	BSU_25690	BSGatlas-operon-1442
basu168	2647725	2647872	-	BSGatlas-gene-3007	S968	NEW_2647725_2647872_C	BSGatlas-operon-1444
basu168	2647920	2648651	-	BSGatlas-gene-3008	yqeF	BSU_25700	BSGatlas-operon-1445
basu168	2648903	2649655	-	BSGatlas-gene-3009	cwlH	BSU_25710	BSGatlas-operon-1446
basu168	248749	249540	+	BSGatlas-gene-301	psd	BSU_02290	BSGatlas-operon-94
basu168	2649842	2650468	+	BSGatlas-gene-3010	yqeD	BSU_25720	BSGatlas-operon-1447
basu168	2650487	2651380	-	BSGatlas-gene-3011	yqeC	BSU_25730	BSGatlas-operon-1448
basu168	2651632	2652354	+	BSGatlas-gene-3012	yqeB	BSU_25740	BSGatlas-operon-1449
basu168	2652387	2652797	-	BSGatlas-gene-3013	nucB	BSU_25750	BSGatlas-operon-1450
basu168	2652993	2653463	+	BSGatlas-gene-3014	sigK	BSU_25760	BSGatlas-operon-1451
basu168	2653371	2654873	-	BSGatlas-gene-3015	spoIVCA	BSU_25770	BSGatlas-operon-1452
basu168	2655322	2655741	-	BSGatlas-gene-3016	arsC	BSU_25780	BSGatlas-operon-1453
basu168	2655753	2656793	-	BSGatlas-gene-3017	arsB	BSU_25790	BSGatlas-operon-1453
basu168	2656816	2657256	-	BSGatlas-gene-3018	yqcK	BSU_25800	BSGatlas-operon-1453
basu168	2657317	2657634	-	BSGatlas-gene-3019	arsR	BSU_25810	BSGatlas-operon-1453
basu168	249595	249873	+	BSGatlas-gene-302	ybfN	BSU_02300	NA
basu168	2658006	2658770	-	BSGatlas-gene-3020	yqcI	BSU_25820	BSGatlas-operon-1454
basu168	2659213	2660340	+	BSGatlas-gene-3021	rapE	BSU_25830	BSGatlas-operon-1455
basu168	2660330	2660464	+	BSGatlas-gene-3022	phrE	BSU_25840	BSGatlas-operon-1455
basu168	2660574	2660732	+	BSGatlas-gene-3023	yqzI	BSU_25850	NA
basu168	2661102	2662697	+	BSGatlas-gene-3024	yqcG	BSU_25860	BSGatlas-operon-1456
basu168	2662712	2663290	+	BSGatlas-gene-3025	yqcF	BSU_25870	BSGatlas-operon-1456
basu168	2663408	2663554	+	BSGatlas-gene-3026	NA	BSU_25875	NA
basu168	2663551	2663913	-	BSGatlas-gene-3027	yqxJ	BSU_25880	BSGatlas-operon-1457
basu168	2663929	2664408	-	BSGatlas-gene-3028	yqxI	BSU_25890	BSGatlas-operon-1457
basu168	2664573	2665391	-	BSGatlas-gene-3029	cwlA	BSU_25900	NA
basu168	249979	251319	+	BSGatlas-gene-303	ybfO	BSU_02310	BSGatlas-operon-95
basu168	2664732	2666054	+	BSGatlas-gene-3030	S975	NEW_2664732_2666054	BSGatlas-operon-1459
basu168	2665436	2665858	-	BSGatlas-gene-3031	yqxH	BSU_25910	NA
basu168	2665903	2666796	-	BSGatlas-gene-3032	yqxG	BSU_25920	NA
basu168	2666884	2667048	-	BSGatlas-gene-3033	yqcE	BSU_25930	NA
basu168	2667045	2667380	-	BSGatlas-gene-3034	yqcD	BSU_25940	NA
basu168	2667390	2668490	-	BSGatlas-gene-3035	yqcC	BSU_25950	NA
basu168	2668493	2668765	-	BSGatlas-gene-3036	yqcB	BSU_25960	NA
basu168	2668762	2669340	-	BSGatlas-gene-3037	yqcA	BSU_25970	NA
basu168	2669324	2670370	-	BSGatlas-gene-3038	yqbT	BSU_25980	NA
basu168	2670363	2670788	-	BSGatlas-gene-3039	yqbS	BSU_25990	NA
basu168	251427	252314	+	BSGatlas-gene-304	ybfP	BSU_02320	BSGatlas-operon-95
basu168	2670801	2671064	-	BSGatlas-gene-3040	yqbR	BSU_26000	NA
basu168	2671061	2672041	-	BSGatlas-gene-3041	yqbQ	BSU_26010	NA
basu168	2672054	2672713	-	BSGatlas-gene-3042	yqbP	BSU_26020	BSGatlas-operon-1460
